Hora;Satelites;Latitud;Longitud;Velocidad_GPS;Velocidad_Moto;Altitud;Accel_X;Accel_Y;RPM;TPS;Temperatura_Motor;Carga_Motor;Calidad;Bateria;Distancia;Pulsador;Distancia_Parcial;Promedio_Velocidad;Promedio_Aceleracion;Consumo_L_H;Consumo_Acumulado_L;KmL_Instantaneo;KmL_Promedio;Pulso_Iny_Acumulado
11:2:34;8;6.380582;-75.470428;0.00;0;1418;0.030;0.060;0;0;0;0;1.79;100;0.21;0;0.21;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380582;-75.470427;0.00;0;1418;0.000;0.000;0;0;0;0;1.79;100;0.21;0;0.21;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380582;-75.470427;0.00;0;1418;0.020;-0.030;0;0;0;0;1.79;100;0.21;0;0.21;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380582;-75.470427;0.00;0;1418;-0.010;0.050;0;0;0;0;1.79;100;0.21;0;0.21;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380581;-75.470427;0.94;0;1418;0.140;-0.220;0;0;0;0;1.79;100;0.23;0;0.23;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380580;-75.470428;1.19;0;1418;0.060;-0.050;0;0;0;0;1.79;100;0.26;0;0.26;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;9;6.380580;-75.470428;1.02;0;1418;0.000;0.050;0;0;0;0;1.78;100;0.29;0;0.29;0.02;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;9;6.380579;-75.470428;1.17;0;1418;0.080;-0.020;0;0;0;0;1.78;100;0.32;0;0.32;0.03;0.068;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380579;-75.470428;0.81;0;1418;-0.090;0.010;0;0;0;0;1.79;100;0.35;0;0.35;0.03;0.067;0.00;0.0000;0.00;0.00;373297
11:2:34;8;6.380579;-75.470428;0.81;0;1418;0.070;0.060;0;0;0;0;1.79;100;0.37;0;0.37;0.03;0.067;0.00;0.0000;0.00;0.00;373297
11:2:35;8;6.380579;-75.470428;0.00;0;1418;-0.030;0.000;0;0;0;0;1.79;100;0.37;0;0.37;0.03;0.067;0.00;0.0000;0.00;0.00;373297
11:2:35;8;6.380579;-75.470428;0.00;0;1418;-0.010;0.030;0;0;0;0;1.79;100;0.37;0;0.37;0.03;0.067;0.00;0.0000;0.00;0.00;373297
11:2:35;8;6.380579;-75.470428;0.00;0;1418;0.020;0.000;0;0;0;0;1.79;100;0.37;0;0.37;0.03;0.067;0.00;0.0000;0.00;0.00;387207
11:2:35;8;6.380578;-75.470428;0.00;0;1418;-0.020;-0.010;0;0;0;0;1.79;100;0.37;0;0.37;0.03;0.067;0.00;0.0000;0.00;0.00;387207
11:2:35;8;6.380578;-75.470428;0.00;0;1418;-0.050;-0.020;0;0;0;0;1.79;100;0.37;0;0.37;0.03;0.067;0.00;0.0000;0.00;0.00;393879
11:2:35;7;6.380578;-75.470428;0.00;0;1418;-0.050;-0.020;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;401093
11:2:35;7;6.380578;-75.470428;0.00;0;1418;-0.010;0.000;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;404399
11:2:35;7;6.380578;-75.470428;0.00;0;1418;0.000;0.000;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;407569
11:2:35;7;6.380578;-75.470428;0.00;0;1418;0.000;0.000;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;413733
11:2:35;7;6.380578;-75.470428;0.00;0;1418;0.050;0.000;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;416790
11:2:36;7;6.380578;-75.470428;0.00;0;1418;0.000;0.060;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;422848
11:2:36;7;6.380578;-75.470427;0.85;0;1418;0.030;0.000;0;0;0;0;2.46;100;0.37;0;0.37;0.03;0.066;0.00;0.0000;0.00;0.00;428880
11:2:36;7;6.380578;-75.470427;0.93;0;1419;0.020;-0.020;0;0;0;0;2.46;100;0.40;0;0.40;0.03;0.065;0.00;0.0000;0.00;0.00;431881
11:2:36;7;6.380578;-75.470427;0.00;0;1419;-0.080;1.160;0;0;0;0;2.46;100;0.40;0;0.40;0.03;0.065;0.00;0.0000;0.00;0.00;434912
11:2:36;8;6.380578;-75.470427;0.83;0;1419;0.050;-0.020;0;0;0;0;2.17;100;0.40;0;0.40;0.03;0.065;0.00;0.0000;0.00;0.00;440996
11:2:36;8;6.380578;-75.470427;0.00;0;1419;-0.070;1.120;0;0;0;0;2.17;100;0.40;0;0.40;0.03;0.065;0.00;0.0000;0.00;0.00;444034
11:2:36;8;6.380578;-75.470427;0.85;0;1419;0.120;-1.430;0;0;0;0;2.17;100;0.40;0;0.40;0.04;0.065;0.00;0.0000;0.00;0.00;450104
11:2:36;8;6.380578;-75.470427;0.00;0;1419;-0.020;0.020;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.065;0.00;0.0000;0.00;0.00;453126
11:2:36;8;6.380578;-75.470427;0.00;0;1419;0.000;-0.020;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.065;0.00;0.0000;0.00;0.00;456126
11:2:36;8;6.380578;-75.470427;0.00;0;1419;-0.030;0.000;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.064;0.00;0.0000;0.00;0.00;462120
11:2:37;8;6.380578;-75.470427;0.00;0;1419;0.000;-1.210;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.064;0.00;0.0000;0.00;0.00;465102
11:2:37;8;6.380578;-75.470427;0.00;0;1419;-0.020;1.160;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.064;0.00;0.0000;0.00;0.00;471085
11:2:37;8;6.380578;-75.470427;0.00;0;1419;-0.010;0.000;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.064;0.00;0.0000;0.00;0.00;474059
11:2:37;7;6.380578;-75.470427;0.00;0;1419;0.010;-0.050;0;0;0;0;2.46;100;0.42;0;0.42;0.03;0.064;0.00;0.0000;0.00;0.00;477009
11:2:37;7;6.380578;-75.470427;0.00;0;1419;-0.060;1.150;0;0;0;0;2.46;100;0.42;0;0.42;0.03;0.064;0.00;0.0000;0.00;0.00;482863
11:2:37;7;6.380578;-75.470427;0.00;0;1419;0.020;-0.050;0;0;0;0;2.46;100;0.42;0;0.42;0.03;0.063;0.00;0.0000;0.00;0.00;485771
11:2:37;7;6.380578;-75.470427;0.00;0;1419;0.010;0.050;0;0;0;0;2.46;100;0.42;0;0.42;0.03;0.063;0.00;0.0000;0.00;0.00;491473
11:2:37;7;6.380577;-75.470427;0.00;0;1419;0.010;-0.030;0;0;0;0;2.46;100;0.42;0;0.42;0.03;0.063;0.00;0.0000;0.00;0.00;494311
11:2:37;7;6.380577;-75.470427;0.81;0;1419;0.070;0.000;0;0;0;0;2.46;100;0.42;0;0.42;0.04;0.063;0.00;0.0000;0.00;0.00;499992
11:2:38;8;6.380577;-75.470427;0.00;0;1419;0.040;0.050;0;0;0;0;2.17;100;0.42;0;0.42;0.04;0.063;0.00;0.0000;0.00;0.00;502817
11:2:38;8;6.380577;-75.470427;0.85;0;1419;0.090;0.040;0;0;0;0;2.17;100;0.44;0;0.44;0.04;0.063;0.00;0.0000;0.00;0.00;505634
11:2:38;9;6.380577;-75.470427;0.85;0;1419;-0.040;0.030;0;0;0;0;2.06;100;0.47;0;0.47;0.04;0.063;0.00;0.0000;0.00;0.00;511253
11:2:38;10;6.380577;-75.470427;0.00;0;1419;-0.020;-0.050;0;0;0;0;1.71;100;0.47;0;0.47;0.04;0.063;0.00;0.0000;0.00;0.00;514063
11:2:38;10;6.380577;-75.470427;0.00;0;1419;0.050;-0.030;0;0;0;0;1.71;100;0.47;0;0.47;0.04;0.063;0.00;0.0000;0.00;0.00;519631
11:2:38;10;6.380576;-75.470427;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.71;100;0.47;0;0.47;0.04;0.062;0.00;0.0000;0.00;0.00;522385
11:2:38;10;6.380576;-75.470427;0.00;0;1419;0.020;0.000;0;0;0;0;1.71;100;0.47;0;0.47;0.04;0.062;0.00;0.0000;0.00;0.00;527820
11:2:38;10;6.380575;-75.470427;0.85;0;1419;0.000;0.000;0;0;0;0;1.71;100;0.47;0;0.47;0.04;0.062;0.00;0.0000;0.00;0.00;530509
11:2:38;10;6.380574;-75.470427;1.13;0;1419;0.060;0.000;0;0;0;0;1.71;100;0.49;0;0.49;0.04;0.062;0.00;0.0000;0.00;0.00;533221
11:2:38;10;6.380574;-75.470427;1.06;0;1419;-0.070;0.020;0;0;0;0;1.71;100;0.52;0;0.52;0.05;0.062;0.00;0.0000;0.00;0.00;538607
11:2:39;10;6.380574;-75.470426;0.00;0;1419;-0.050;0.030;0;0;0;0;1.62;100;0.55;0;0.55;0.05;0.062;0.00;0.0000;0.00;0.00;541334
11:2:39;10;6.380574;-75.470426;0.00;0;1419;-0.060;-0.050;0;0;0;0;1.62;100;0.55;0;0.55;0.05;0.061;0.00;0.0000;0.00;0.00;544083
11:2:39;10;6.380574;-75.470426;0.00;0;1419;0.030;0.020;0;0;0;0;1.62;100;0.55;0;0.55;0.05;0.061;0.00;0.0000;0.00;0.00;549518
11:2:39;10;6.380575;-75.470426;0.00;0;1419;-0.090;0.000;0;0;0;0;1.62;100;0.55;0;0.55;0.05;0.061;0.00;0.0000;0.00;0.00;552248
11:2:39;10;6.380575;-75.470426;0.00;0;1419;0.000;0.010;0;0;0;0;1.62;100;0.55;0;0.55;0.04;0.061;0.00;0.0000;0.00;0.00;554961
11:2:39;10;6.380575;-75.470426;0.00;0;1419;-0.080;0.010;0;0;0;0;1.62;100;0.55;0;0.55;0.04;0.061;0.00;0.0000;0.00;0.00;560377
11:2:39;11;6.380575;-75.470426;0.00;0;1419;0.040;-0.010;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.061;0.00;0.0000;0.00;0.00;563073
11:2:39;11;6.380575;-75.470426;0.00;0;1419;0.060;0.010;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.061;0.00;0.0000;0.00;0.00;565820
11:2:39;11;6.380575;-75.470426;0.00;0;1419;0.000;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.061;0.00;0.0000;0.00;0.00;571374
11:2:39;11;6.380575;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.060;0.00;0.0000;0.00;0.00;574104
11:2:40;11;6.380575;-75.470426;0.00;0;1419;0.040;-0.030;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.060;0.00;0.0000;0.00;0.00;576831
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.060;0.00;0.0000;0.00;0.00;582186
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.059;0.00;0.0000;0.00;0.00;584848
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.059;0.00;0.0000;0.00;0.00;590161
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.059;0.00;0.0000;0.00;0.00;592845
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.059;0.00;0.0000;0.00;0.00;595491
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.058;0.00;0.0000;0.00;0.00;600807
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.058;0.00;0.0000;0.00;0.00;603462
11:2:40;11;6.380576;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.058;0.00;0.0000;0.00;0.00;606093
11:2:40;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.057;0.00;0.0000;0.00;0.00;611351
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.057;0.00;0.0000;0.00;0.00;614013
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.057;0.00;0.0000;0.00;0.00;619274
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.056;0.00;0.0000;0.00;0.00;621882
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.056;0.00;0.0000;0.00;0.00;624495
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.056;0.00;0.0000;0.00;0.00;629733
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.055;0.00;0.0000;0.00;0.00;632340
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.055;0.00;0.0000;0.00;0.00;637545
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.055;0.00;0.0000;0.00;0.00;640174
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.054;0.00;0.0000;0.00;0.00;642859
11:2:41;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.054;0.00;0.0000;0.00;0.00;648133
11:2:42;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.054;0.00;0.0000;0.00;0.00;650753
11:2:42;11;6.380577;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.054;0.00;0.0000;0.00;0.00;653372
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.053;0.00;0.0000;0.00;0.00;658633
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.053;0.00;0.0000;0.00;0.00;661248
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.053;0.00;0.0000;0.00;0.00;666492
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.052;0.00;0.0000;0.00;0.00;669092
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.052;0.00;0.0000;0.00;0.00;671691
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.052;0.00;0.0000;0.00;0.00;676884
11:2:42;11;6.380578;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.052;0.00;0.0000;0.00;0.00;679492
11:2:42;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.051;0.00;0.0000;0.00;0.00;684672
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.051;0.00;0.0000;0.00;0.00;687262
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.051;0.00;0.0000;0.00;0.00;689822
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.050;0.00;0.0000;0.00;0.00;695019
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.050;0.00;0.0000;0.00;0.00;697584
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.050;0.00;0.0000;0.00;0.00;700146
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.049;0.00;0.0000;0.00;0.00;705296
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.049;0.00;0.0000;0.00;0.00;707890
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.049;0.00;0.0000;0.00;0.00;713080
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.049;0.00;0.0000;0.00;0.00;715655
11:2:43;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.048;0.00;0.0000;0.00;0.00;718206
11:2:44;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.048;0.00;0.0000;0.00;0.00;723385
11:2:44;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.048;0.00;0.0000;0.00;0.00;725980
11:2:44;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.048;0.00;0.0000;0.00;0.00;728555
11:2:44;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.047;0.00;0.0000;0.00;0.00;733723
11:2:44;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.047;0.00;0.0000;0.00;0.00;736284
11:2:44;11;6.380579;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.047;0.00;0.0000;0.00;0.00;738823
11:2:44;11;6.380580;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.046;0.00;0.0000;0.00;0.00;743873
11:2:44;11;6.380580;-75.470426;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.046;0.00;0.0000;0.00;0.00;746406
11:2:44;11;6.380580;-75.470425;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.046;0.00;0.0000;0.00;0.00;751398
11:2:44;11;6.380580;-75.470425;0.00;0;1419;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.046;0.00;0.0000;0.00;0.00;753938
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.045;0.00;0.0000;0.00;0.00;756487
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.045;0.00;0.0000;0.00;0.00;761660
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.045;0.00;0.0000;0.00;0.00;764216
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.045;0.00;0.0000;0.00;0.00;766764
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.044;0.00;0.0000;0.00;0.00;771793
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.044;0.00;0.0000;0.00;0.00;774313
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.044;0.00;0.0000;0.00;0.00;776811
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.043;0.00;0.0000;0.00;0.00;781776
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.043;0.00;0.0000;0.00;0.00;784264
11:2:45;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.043;0.00;0.0000;0.00;0.00;789210
11:2:46;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.043;0.00;0.0000;0.00;0.00;791690
11:2:46;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.042;0.00;0.0000;0.00;0.00;794162
11:2:46;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.042;0.00;0.0000;0.00;0.00;799190
11:2:46;11;6.380580;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.042;0.00;0.0000;0.00;0.00;801727
11:2:46;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.042;0.00;0.0000;0.00;0.00;806725
11:2:46;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.041;0.00;0.0000;0.00;0.00;809205
11:2:46;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.041;0.00;0.0000;0.00;0.00;815039
11:2:46;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.041;0.00;0.0000;0.00;0.00;821439
11:2:46;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.041;0.00;0.0000;0.00;0.00;827615
11:2:46;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.040;0.00;0.0000;0.00;0.00;830614
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.040;0.00;0.0000;0.00;0.00;836359
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.040;0.00;0.0000;0.00;0.00;841844
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.040;0.00;0.0000;0.00;0.00;847178
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.039;0.00;0.0000;0.00;0.00;854989
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.039;0.00;0.0000;0.00;0.00;860204
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.039;0.00;0.0000;0.00;0.00;865411
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.039;0.00;0.0000;0.00;0.00;869214
11:2:47;11;6.380581;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.038;0.00;0.0000;0.00;0.00;872990
11:2:47;11;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.038;0.00;0.0000;0.00;0.00;876746
11:2:47;11;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.52;100;0.55;0;0.55;0.04;0.038;0.00;0.0000;0.00;0.00;880789
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.038;0.00;0.0000;0.00;0.00;882951
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.037;0.00;0.0000;0.00;0.00;887436
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.037;0.00;0.0000;0.00;0.00;889727
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.037;0.00;0.0000;0.00;0.00;894400
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.037;0.00;0.0000;0.00;0.00;896790
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.037;0.00;0.0000;0.00;0.00;901615
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.036;0.00;0.0000;0.00;0.00;904038
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.036;0.00;0.0000;0.00;0.00;906538
11:2:48;12;6.380582;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.036;0.00;0.0000;0.00;0.00;911530
11:2:48;12;6.380583;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.036;0.00;0.0000;0.00;0.00;914051
11:2:49;12;6.380583;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.035;0.00;0.0000;0.00;0.00;916581
11:2:49;12;6.380583;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.035;0.00;0.0000;0.00;0.00;919127
11:2:49;12;6.380583;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.035;0.00;0.0000;0.00;0.00;924214
11:2:49;12;6.380583;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.035;0.00;0.0000;0.00;0.00;926729
11:2:49;12;6.380583;-75.470425;0.00;0;1420;-0.100;-0.020;0;0;0;0;1.51;100;0.55;0;0.55;0.04;0.034;0.00;0.0000;0.00;0.00;929297
