Hora;Satelites;Latitud;Longitud;Velocidad_GPS;Velocidad_Moto;Altitud;Accel_X;Accel_Y;RPM;TPS;Temperatura_Motor;Carga_Motor;Calidad;Bateria;Distancia;Pulsador;Distancia_Parcial;Promedio_Velocidad;Promedio_Aceleracion;Consumo_L_H;Consumo_Acumulado_L;KmL_Instantaneo;KmL_Promedio;Pulso_Iny_Acumulado;STFT;LTFT
13:58:39;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1592;7;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:39;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1616;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:39;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1583;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:39;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1601;7;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:39;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1608;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470468;0.00;0;1411;0.000;0.000;1603;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1599;8;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1592;8;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380679;-75.470468;0.00;0;1411;0.000;0.000;1608;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0046;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470468;0.00;0;1411;0.000;0.000;1643;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0046;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470468;0.00;0;1411;0.000;0.000;1633;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470468;0.00;0;1411;0.000;0.000;1614;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1614;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1625;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:40;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1618;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1625;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1625;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1593;8;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1600;8;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1618;7;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1590;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1411;0.000;0.000;1634;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0047;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1673;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0048;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1577;7;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.30;0.0048;0.00;0.00;0;0.00;0.00
13:58:41;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1623;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1589;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1636;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1636;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1611;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1630;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1589;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1620;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1638;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0048;0.00;0.00;0;0.00;0.00
13:58:42;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1605;7;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1624;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1624;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1609;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380679;-75.470467;0.00;0;1410;0.000;0.000;1648;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.32;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380679;-75.470467;0.00;0;1410;0.000;0.000;1608;8;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380678;-75.470467;0.00;0;1410;0.000;0.000;1593;7;0;32;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380679;-75.470467;0.00;0;1410;0.000;0.000;1655;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
13:58:43;13;6.380679;-75.470467;0.00;0;1410;0.000;0.000;1599;7;0;31;1.00;100;0.00;0;0.00;0.00;0.000;0.31;0.0049;0.00;0.00;0;0.00;0.00
