Hora;Satelites;Latitud;Longitud;Velocidad_GPS;Velocidad_Moto;Altitud;Accel_X;Accel_Y;RPM;TPS;Temperatura_Motor;Carga_Motor;Calidad;Bateria;Distancia;Pulsador;Distancia_Parcial;Promedio_Velocidad;Promedio_Aceleracion;Consumo_L_H;Consumo_Acumulado_L;KmL_Instantaneo;KmL_Promedio
8:49:18;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1618;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1617;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1633;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1648;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1617;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1601;13;0;31;1.63;100;0.00;0;0.00;0.00;0.020;0.27;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1619;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1620;12;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1622;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1643;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:19;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1654;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0002;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1669;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1658;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1618;12;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1609;12;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.27;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1630;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1629;12;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1628;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1630;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1609;13;0;30;1.63;100;0.00;0;0.00;0.00;0.020;0.27;0.0003;0.00;0.00
8:49:20;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1632;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0003;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1599;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0003;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1607;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0003;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1593;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0003;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1582;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1572;13;0;31;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1603;13;0;31;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1613;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1623;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0004;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1594;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:21;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1587;13;0;31;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1588;13;0;31;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470416;0.00;0;1399;0.020;0.000;1608;13;0;31;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470415;0.00;0;1399;0.020;0.000;1637;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470416;0.00;0;1399;0.020;0.000;1623;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470416;0.00;0;1399;0.020;0.000;1625;12;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470416;0.00;0;1399;0.020;0.000;1627;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470416;0.00;0;1399;0.020;0.000;1623;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0004;0.00;0.00
8:49:22;13;6.380677;-75.470416;0.00;0;1399;0.020;0.000;1605;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:22;13;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1615;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:22;13;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1620;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.28;0.0005;0.00;0.00
8:49:23;13;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1583;12;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:23;13;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1595;13;0;31;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:23;13;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1602;13;0;30;1.83;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:23;14;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1624;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0005;0.00;0.00
8:49:23;14;6.380676;-75.470416;0.00;0;1399;0.020;0.000;1635;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0005;0.00;0.00
8:49:23;14;6.380675;-75.470416;0.00;0;1399;0.020;0.000;1634;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0005;0.00;0.00
8:49:23;14;6.380675;-75.470416;0.00;0;1399;0.020;0.000;1593;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:23;14;6.380675;-75.470416;0.00;0;1399;0.020;0.000;1611;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0005;0.00;0.00
8:49:23;14;6.380675;-75.470416;0.00;0;1399;0.020;0.000;1644;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0005;0.00;0.00
8:49:23;14;6.380675;-75.470417;0.00;0;1399;0.020;0.000;1656;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0005;0.00;0.00
8:49:24;14;6.380674;-75.470417;0.00;0;1399;0.020;0.000;1633;12;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:24;14;6.380674;-75.470417;0.00;0;1399;0.020;0.000;1600;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:24;14;6.380674;-75.470417;0.00;0;1399;0.020;0.000;1576;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:24;14;6.380674;-75.470417;0.00;0;1399;0.020;0.000;1581;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:24;14;6.380674;-75.470417;0.00;0;1399;0.020;0.000;1543;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.26;0.0006;0.00;0.00
8:49:24;14;6.380673;-75.470417;0.00;0;1399;0.020;0.000;1550;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.26;0.0006;0.00;0.00
8:49:24;14;6.380673;-75.470417;0.00;0;1399;0.020;0.000;1584;13;0;32;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:24;14;6.380673;-75.470417;0.00;0;1399;0.020;0.000;1613;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:24;14;6.380673;-75.470417;0.00;0;1399;0.020;0.000;1616;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0006;0.00;0.00
8:49:24;14;6.380672;-75.470418;0.00;0;1399;0.020;0.000;1641;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:25;14;6.380672;-75.470418;0.00;0;1399;0.020;0.000;1641;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:25;14;6.380672;-75.470418;0.00;0;1399;0.020;0.000;1639;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0006;0.00;0.00
8:49:25;14;6.380672;-75.470418;0.00;0;1399;0.020;0.000;1617;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0006;0.00;0.00
8:49:25;14;6.380671;-75.470418;0.00;0;1399;0.020;0.000;1633;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:25;14;6.380671;-75.470418;0.00;0;1399;0.020;0.000;1608;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:25;14;6.380671;-75.470418;0.00;0;1399;0.020;0.000;1597;12;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:25;14;6.380671;-75.470418;0.00;0;1399;0.020;0.000;1604;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:25;14;6.380671;-75.470418;0.00;0;1399;0.020;0.000;1602;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:25;14;6.380670;-75.470419;0.00;0;1399;0.020;0.000;1609;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:25;14;6.380670;-75.470419;0.00;0;1399;0.020;0.000;1581;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380670;-75.470419;0.00;0;1399;0.020;0.000;1600;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380669;-75.470419;0.00;0;1399;0.020;0.000;1611;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380669;-75.470419;0.00;0;1399;0.020;0.000;1627;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380669;-75.470419;0.00;0;1399;0.020;0.000;1595;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380668;-75.470419;0.00;0;1399;0.020;0.000;1586;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380668;-75.470419;0.00;0;1399;0.020;0.000;1594;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0007;0.00;0.00
8:49:26;14;6.380668;-75.470420;0.00;0;1399;0.020;0.000;1623;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0008;0.00;0.00
8:49:26;14;6.380668;-75.470420;0.00;0;1399;0.020;0.000;1621;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0008;0.00;0.00
8:49:26;14;6.380667;-75.470420;0.00;0;1400;0.020;0.000;1634;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0008;0.00;0.00
8:49:26;14;6.380667;-75.470420;0.00;0;1400;0.020;0.000;1624;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0008;0.00;0.00
8:49:27;14;6.380666;-75.470420;0.00;0;1400;0.020;0.000;1608;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380666;-75.470421;0.00;0;1400;0.020;0.000;1628;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0008;0.00;0.00
8:49:27;14;6.380666;-75.470421;0.00;0;1400;0.020;0.000;1641;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380665;-75.470421;0.00;0;1400;0.020;0.000;1605;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380665;-75.470421;0.00;0;1400;0.020;0.000;1603;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380665;-75.470421;0.00;0;1400;0.020;0.000;1613;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380664;-75.470421;0.00;0;1400;0.020;0.000;1581;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380664;-75.470421;0.00;0;1400;0.020;0.000;1556;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.26;0.0008;0.00;0.00
8:49:27;14;6.380663;-75.470422;0.00;0;1400;0.020;0.000;1591;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0008;0.00;0.00
8:49:27;14;6.380663;-75.470422;0.00;0;1400;0.020;0.000;1594;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380663;-75.470422;0.00;0;1400;0.020;0.000;1594;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380662;-75.470422;0.00;0;1400;0.020;0.000;1559;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380662;-75.470422;0.00;0;1400;0.020;0.000;1560;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380662;-75.470422;0.00;0;1400;0.020;0.000;1563;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380661;-75.470422;0.00;0;1400;0.020;0.000;1555;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.26;0.0009;0.00;0.00
8:49:28;14;6.380661;-75.470423;0.00;0;1400;0.020;0.000;1598;12;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380661;-75.470423;0.00;0;1400;0.020;0.000;1617;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0009;0.00;0.00
8:49:28;14;6.380660;-75.470423;0.00;0;1400;0.020;0.000;1609;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:28;14;6.380659;-75.470423;0.00;0;1400;0.020;0.000;1620;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0009;0.00;0.00
8:49:28;14;6.380659;-75.470423;0.00;0;1400;0.020;0.000;1642;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:29;13;6.380659;-75.470424;0.00;0;1400;0.020;0.000;1607;13;0;30;1.34;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:29;13;6.380658;-75.470424;0.00;0;1400;0.020;0.000;1604;13;0;30;1.34;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:29;13;6.380658;-75.470424;0.00;0;1400;0.020;0.000;1595;13;0;30;1.34;100;0.00;0;0.00;0.00;0.020;0.27;0.0009;0.00;0.00
8:49:29;13;6.380658;-75.470424;0.00;0;1400;0.020;0.000;1603;13;0;30;1.34;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:29;13;6.380657;-75.470424;0.00;0;1400;0.020;0.000;1586;13;0;30;1.34;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:29;14;6.380657;-75.470425;0.00;0;1401;0.020;0.000;1574;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:29;14;6.380656;-75.470425;0.00;0;1401;0.020;0.000;1569;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:29;14;6.380656;-75.470425;0.00;0;1401;0.020;0.000;1618;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0010;0.00;0.00
8:49:29;14;6.380656;-75.470425;0.00;0;1401;0.020;0.000;1641;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0010;0.00;0.00
8:49:29;14;6.380656;-75.470425;0.00;0;1401;0.020;0.000;1599;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380655;-75.470425;0.00;0;1401;0.020;0.000;1607;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380655;-75.470426;0.00;0;1401;0.020;0.000;1615;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380654;-75.470426;0.00;0;1401;0.020;0.000;1632;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380654;-75.470426;0.00;0;1401;0.020;0.000;1619;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380654;-75.470426;0.00;0;1401;0.020;0.000;1617;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380653;-75.470426;0.00;0;1401;0.020;0.000;1625;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0010;0.00;0.00
8:49:30;14;6.380653;-75.470427;0.00;0;1401;0.020;0.000;1597;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0011;0.00;0.00
8:49:30;14;6.380652;-75.470427;0.00;0;1401;0.020;0.000;1607;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0011;0.00;0.00
8:49:30;14;6.380652;-75.470427;0.00;0;1401;0.020;0.000;1604;13;0;31;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0011;0.00;0.00
8:49:30;14;6.380652;-75.470427;0.00;0;1401;0.020;0.000;1610;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0011;0.00;0.00
8:49:31;14;6.380651;-75.470427;0.00;0;1401;0.020;0.000;1617;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.28;0.0011;0.00;0.00
8:49:31;14;6.380651;-75.470427;0.00;0;1401;0.020;0.000;1613;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0011;0.00;0.00
8:49:31;14;6.380651;-75.470427;0.00;0;1401;0.020;0.000;1610;13;0;30;1.30;100;0.00;0;0.00;0.00;0.020;0.27;0.0011;0.00;0.00
